20110810-164812	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1571	117	17595	0	0	0	0	0	0	NORM	N_D	0	0
20110810-164816	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1465	117	17596	0	0	0	0	64249	64230	NORM	N_D	0	0
20110810-164820	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1219	117	17597	65526	0	642	0	65285	65166	NORM	N_D	0	0
20110810-164823	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1052	117	17598	65441	0	578	0	64250	64244	NORM	N_D	0	0
20110810-164827	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	824	117	17599	64868	0	4561	1542	0	0	NORM	N_D	0	0
20110810-164831	15525	951137	8473197	3223198	5249999	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	592	117	17600	63741	0	10922	10922	0	0	NORM	N_D	0	0
20110810-164834	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	25	117	17600	64230	0	8095	8352	0	0	NORM	N_D	0	0
20110810-164838	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	64018	0	9187	9187	0	0	NORM	N_D	0	0
20110810-164841	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	63965	0	9444	9444	0	0	NORM	N_D	0	0
20110810-164845	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	63954	0	9573	9573	0	0	NORM	N_D	0	0
20110810-164849	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	63944	0	9637	9637	0	0	NORM	N_D	0	0
20110810-164852	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	63944	0	9637	9637	0	0	NORM	N_D	0	0
20110810-164856	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	63933	0	9701	9701	0	0	NORM	N_D	0	0
20110810-164900	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	117	17600	64173	2619	9701	5397	1931	2351	NORM	N_D	0	0
20110810-164903	15525	951137	8473200	3223198	5250002	1058531	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	375	117	17600	1486	7613	0	0	2980	2981	NORM	N_D	0	0
20110810-164907	15525	951137	8473200	3223198	5250002	1058532	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	933	117	17600	118	606	0	0	0	0	NORM	N_D	0	0
20110810-164911	15525	951137	8473200	3223198	5250002	1058532	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1064	117	17601	0	0	0	0	0	0	NORM	N_D	0	0
20110810-164914	15525	951137	8473200	3223198	5250002	1058532	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1147	117	17602	0	0	0	0	0	0	NORM	N_D	0	0
20110810-164918	15525	951137	8473200	3223198	5250002	1058532	5817	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1227	117	17603	0	0	0	0	0	0	NORM	N_D	0	0
